pizza_index,raw_menus,time_stamps,menus_clean,garnish,title,ingredients
237,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/22/19 6:42,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,mozzarella cheese 
237,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/22/19 6:42,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,goat cheese
238,"Artichoke heart, baby spinach, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",1/22/19 6:42,"artichoke heart, baby spinach, mozzarella , berkeley-made belfiore fresh ricotta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,artichoke heart
238,"Artichoke heart, baby spinach, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",1/22/19 6:42,"artichoke heart, baby spinach, mozzarella , berkeley-made belfiore fresh ricotta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,baby spinach
238,"Artichoke heart, baby spinach, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",1/22/19 6:42,"artichoke heart, baby spinach, mozzarella , berkeley-made belfiore fresh ricotta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,mozzarella cheese 
238,"Artichoke heart, baby spinach, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",1/22/19 6:42,"artichoke heart, baby spinach, mozzarella , berkeley-made belfiore fresh ricotta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,ricotta cheese
239,"Broccolini, caper, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",1/22/19 6:42,"broccolini, caper, mozzarella , berkeley-made belfiore fresh ricotta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,broccolini
239,"Broccolini, caper, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",1/22/19 6:42,"broccolini, caper, mozzarella , berkeley-made belfiore fresh ricotta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,caper
239,"Broccolini, caper, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",1/22/19 6:42,"broccolini, caper, mozzarella , berkeley-made belfiore fresh ricotta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,mozzarella cheese 
239,"Broccolini, caper, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",1/22/19 6:42,"broccolini, caper, mozzarella , berkeley-made belfiore fresh ricotta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,ricotta cheese
241,"Cremini mushroom, baby kale, mozzarella, toasted pine nut; garnished with Parmesan, garlic olive oil, parsley",1/22/19 6:42,"cremini mushroom, baby kale, mozzarella, toasted pine nut"," garnished with Parmesan, garlic olive oil, parsley",,cremini mushroom
241,"Cremini mushroom, baby kale, mozzarella, toasted pine nut; garnished with Parmesan, garlic olive oil, parsley",1/22/19 6:42,"cremini mushroom, baby kale, mozzarella, toasted pine nut"," garnished with Parmesan, garlic olive oil, parsley",,baby kale
241,"Cremini mushroom, baby kale, mozzarella, toasted pine nut; garnished with Parmesan, garlic olive oil, parsley",1/22/19 6:42,"cremini mushroom, baby kale, mozzarella, toasted pine nut"," garnished with Parmesan, garlic olive oil, parsley",,mozzarella cheese
241,"Cremini mushroom, baby kale, mozzarella, toasted pine nut; garnished with Parmesan, garlic olive oil, parsley",1/22/19 6:42,"cremini mushroom, baby kale, mozzarella, toasted pine nut"," garnished with Parmesan, garlic olive oil, parsley",,toasted pine nut
242,"Red bell pepper, spinach, red onion, mozzarella , feta cheese; garnished with kalamata , green olive tapenade, parsley  ",1/22/19 6:42,"red bell pepper, spinach, red onion, mozzarella , feta cheese"," garnished with kalamata , green olive tapenade, parsley  ",,red bell pepper
242,"Red bell pepper, spinach, red onion, mozzarella , feta cheese; garnished with kalamata , green olive tapenade, parsley  ",1/22/19 6:42,"red bell pepper, spinach, red onion, mozzarella , feta cheese"," garnished with kalamata , green olive tapenade, parsley  ",,spinach
242,"Red bell pepper, spinach, red onion, mozzarella , feta cheese; garnished with kalamata , green olive tapenade, parsley  ",1/22/19 6:42,"red bell pepper, spinach, red onion, mozzarella , feta cheese"," garnished with kalamata , green olive tapenade, parsley  ",,red onion
242,"Red bell pepper, spinach, red onion, mozzarella , feta cheese; garnished with kalamata , green olive tapenade, parsley  ",1/22/19 6:42,"red bell pepper, spinach, red onion, mozzarella , feta cheese"," garnished with kalamata , green olive tapenade, parsley  ",,mozzarella cheese 
242,"Red bell pepper, spinach, red onion, mozzarella , feta cheese; garnished with kalamata , green olive tapenade, parsley  ",1/22/19 6:42,"red bell pepper, spinach, red onion, mozzarella , feta cheese"," garnished with kalamata , green olive tapenade, parsley  ",,feta cheese
243,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/22/19 6:42,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,crimini mushroom
243,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/22/19 6:42,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,onion
243,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/22/19 6:42,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,mozzarella cheese 
243,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/22/19 6:42,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,goat cheese
244,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/27/19 14:25,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,crimini mushroom
244,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/27/19 14:25,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,onion
244,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/27/19 14:25,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,mozzarella cheese 
244,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/27/19 14:25,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,goat cheese
245,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/27/19 14:25,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,crimini mushroom
245,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/27/19 14:25,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,onion
245,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/27/19 14:25,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,mozzarella cheese 
245,"Crimini mushroom, onion, mozzarella , Skyhill Farm goat cheese; garnished with garlic olive oil, Italian parsley , oregano",1/27/19 14:25,"crimini mushroom, onion, mozzarella , skyhill farm goat cheese"," garnished with garlic olive oil, Italian parsley , oregano",,goat cheese
246,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,crimini mushroom
246,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,caramelized onion
246,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,baby spinach
246,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,mozzarella cheese 
246,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,asiago cheese
246,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,pine nut
247,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/7/19 15:17,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,asparagus
247,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/7/19 15:17,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,mozzarella cheese 
247,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/7/19 15:17,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,ossau-iraty cheese
248,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/7/19 15:17,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,crushed tomato
248,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/7/19 15:17,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,onion
248,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/7/19 15:17,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,mozzarella cheese 
248,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/7/19 15:17,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,feta cheese
250,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,crimini mushroom
250,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,caramelized onion
250,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,baby spinach
250,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,mozzarella cheese 
250,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,asiago cheese
250,"Crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh Asiago cheese, pine nut; garnished with garlic olive oil , Italian parsley",3/7/19 15:17,"crimini mushroom, caramelized onion, baby spinach, mozzarella , fresh asiago cheese, pine nut"," garnished with garlic olive oil , Italian parsley",,pine nut
251,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/7/19 15:17,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,asparagus
251,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/7/19 15:17,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,mozzarella cheese 
251,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/7/19 15:17,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,ossau-iraty cheese
252,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/7/19 15:17,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,crushed tomato
252,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/7/19 15:17,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,onion
252,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/7/19 15:17,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,mozzarella cheese 
252,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/7/19 15:17,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,feta cheese
254,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/8/19 15:29,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,asparagus
254,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/8/19 15:29,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,mozzarella cheese 
254,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/8/19 15:29,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,ossau-iraty cheese
255,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/8/19 15:29,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,crushed tomato
255,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/8/19 15:29,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,onion
255,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/8/19 15:29,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,mozzarella cheese 
255,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/8/19 15:29,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,feta cheese
257,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/8/19 15:29,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,asparagus
257,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/8/19 15:29,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,mozzarella cheese 
257,"Asparagus, mozzarella , Ossau-Iraty cheese; garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",3/8/19 15:29,"asparagus, mozzarella , ossau-iraty cheese"," garnished with baby arugula , sugar snap pea in a lemon-mint vinaigrette",,ossau-iraty cheese
258,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/8/19 15:29,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,crushed tomato
258,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/8/19 15:29,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,onion
258,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/8/19 15:29,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,mozzarella cheese 
258,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/8/19 15:29,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,feta cheese
260,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/9/19 15:20,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,crushed tomato
260,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/9/19 15:20,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,onion
260,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/9/19 15:20,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,mozzarella cheese 
260,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/9/19 15:20,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,feta cheese
262,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/9/19 15:20,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,crushed tomato
262,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/9/19 15:20,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,onion
262,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/9/19 15:20,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,mozzarella cheese 
262,"Crushed tomato, onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",3/9/19 15:20,"crushed tomato, onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , lemon juice, fresh cilantro",,feta cheese
266,"Crimini mushroom, red onion, mozzarella cheese; garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",6/22/19 8:19,"crimini mushroom, red onion, mozzarella cheese"," garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",,crimini mushroom
266,"Crimini mushroom, red onion, mozzarella cheese; garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",6/22/19 8:19,"crimini mushroom, red onion, mozzarella cheese"," garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",,red onion
266,"Crimini mushroom, red onion, mozzarella cheese; garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",6/22/19 8:19,"crimini mushroom, red onion, mozzarella cheese"," garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",,mozzarella cheese
267,"Zucchini, red onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",6/22/19 8:19,"zucchini, red onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,zucchini
267,"Zucchini, red onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",6/22/19 8:19,"zucchini, red onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,red onion
267,"Zucchini, red onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",6/22/19 8:19,"zucchini, red onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,mozzarella cheese 
267,"Zucchini, red onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",6/22/19 8:19,"zucchini, red onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,feta cheese
268,"Crimini mushroom, red onion, mozzarella cheese; garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",6/22/19 8:19,"crimini mushroom, red onion, mozzarella cheese"," garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",,crimini mushroom
268,"Crimini mushroom, red onion, mozzarella cheese; garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",6/22/19 8:19,"crimini mushroom, red onion, mozzarella cheese"," garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",,red onion
268,"Crimini mushroom, red onion, mozzarella cheese; garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",6/22/19 8:19,"crimini mushroom, red onion, mozzarella cheese"," garnished with truffle pecorino cheese , organic baby arugula in a lemon vinaigrette",,mozzarella cheese
269,"Zucchini, red onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",6/22/19 8:19,"zucchini, red onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,zucchini
269,"Zucchini, red onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",6/22/19 8:19,"zucchini, red onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,red onion
269,"Zucchini, red onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",6/22/19 8:19,"zucchini, red onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,mozzarella cheese 
269,"Zucchini, red onion, mozzarella , Valbreso feta cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",6/22/19 8:19,"zucchini, red onion, mozzarella , valbreso feta cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,feta cheese
270,"Zucchini, red onion, mozzarella , Sky Hill Farms goat cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",7/15/19 18:34,"zucchini, red onion, mozzarella , sky hill farms goat cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,zucchini
270,"Zucchini, red onion, mozzarella , Sky Hill Farms goat cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",7/15/19 18:34,"zucchini, red onion, mozzarella , sky hill farms goat cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,red onion
270,"Zucchini, red onion, mozzarella , Sky Hill Farms goat cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",7/15/19 18:34,"zucchini, red onion, mozzarella , sky hill farms goat cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,mozzarella cheese 
270,"Zucchini, red onion, mozzarella , Sky Hill Farms goat cheese; garnished with garlic olive oil, organic lemon zest , Italian parsley",7/15/19 18:34,"zucchini, red onion, mozzarella , sky hill farms goat cheese"," garnished with garlic olive oil, organic lemon zest , Italian parsley",,goat cheese
271,"Red bell pepper, organic baby spinach, mozzarella , Valbreso feta cheese; garnished with house made olive tapenade ",7/15/19 18:34,"red bell pepper, organic baby spinach, mozzarella , valbreso feta cheese", garnished with house made olive tapenade ,,red bell pepper
271,"Red bell pepper, organic baby spinach, mozzarella , Valbreso feta cheese; garnished with house made olive tapenade ",7/15/19 18:34,"red bell pepper, organic baby spinach, mozzarella , valbreso feta cheese", garnished with house made olive tapenade ,, baby spinach
271,"Red bell pepper, organic baby spinach, mozzarella , Valbreso feta cheese; garnished with house made olive tapenade ",7/15/19 18:34,"red bell pepper, organic baby spinach, mozzarella , valbreso feta cheese", garnished with house made olive tapenade ,,mozzarella cheese 
271,"Red bell pepper, organic baby spinach, mozzarella , Valbreso feta cheese; garnished with house made olive tapenade ",7/15/19 18:34,"red bell pepper, organic baby spinach, mozzarella , valbreso feta cheese", garnished with house made olive tapenade ,,feta cheese
